id|rank
0100454016E2E000|101
01001E30126A0000|102
0100F4C009322000|103
0100DD100AE8C000|104
0100C01013302000|105
0100A5C00D162000|106
010082A01538E000|107
01006E5019C5A000|108
01006BB00C6F0000|109
01002CC0062B8000|110
0100FBE015910000|111
0100F8D016700000|112
0100F4401A754000|113
0100F2700D3F0000|114
0100F17004156000|115
0100DCA0064A6000|116
0100DC300AC78000|117
0100C5500E7AE000|118
0100B8B013310000|119
0100B5E0140B2000|120
0100B44015F1C000|121
0100B1F00660E000|122
0100A3501946E000|123
010096300DE22000|124
01008CD0172D6000|125
0100812014172000|126
01007F7015B3A000|127
01007E100456C000|128
010075701153A000|129
010071F00D65A000|130
01006D9013894000|131
01006C5015E84000|132
010050101127C000|133
010049A00C7AA000|134
0100462014CDC000|135
010045C0112F8000|136
010027F017B12000|137
010023E01A6BC000|138
010020C012F48000|139
010020400E1C2000|140
01001920156C2000|141
0100190014D72000|142
010017C012726000|143
0100129014FA8000|144
01001010181AA000|145
01000D100DCF8000|146
0100FE701475A000|147
0100F7000E2B6000|148
0100EBA004726000|149
0100E4401139C000|150
0100D11013E6A000|151
0100BFE00E9CA000|152
0100B9201406A000|153
0100B7E00E026000|154
0100B31015AF8000|155
010082F018D00000|156
010075D00E8BA000|157
010071F0143EA000|158
01006B800DE26000|159
01005FD017E60000|160
01003AB00983C000|161
010036D014A7E000|162
01002FF008C24000|163
0100120004644000|164
01000EF0185BE000|165
0100052004384000|166
010002800B818000|167
0100FC000AEF1005|168
0100EEA0174EC000|169
0100EB100AB42000|170
0100E95004038000|171
0100E230159DE000|172
0100E1700C31C000|173
0100DF200B24C000|174
0100DBB013444000|175
0100DBA0193F6000|176
0100CF5010FEC000|177
0100BF5013890000|178
0100BBF011394000|179
0100B5A0171CC000|180
0100ACF013E9A000|181
0100A1C00359C000|182
01009D60076F6000|183
01009A9012022000|184
010086901543E000|185
01007F200B0C0000|186
01007E9017BA4000|187
010067300059A000|188
0100646009FBF003|189
01005FF002E2A000|190
01005CD00F85A000|191
01005B9002312000|192
010057D00B612000|193
010057D006492000|194
0100530014438000|195
010051A00E99E000|196
0100492015D02000|197
0100429011144000|198
01003F501907A000|199
010029600D56A000|200
010029300E5C4000|201
010026300BA4A000|202
01002620102C6000|203
010014E017B14000|204
0100100016FB0000|205
01000E200DC58000|206
0100091008272000|207
0100009013566000|208
0100001017216000|209
0100FEE00A64E000|210
0100F8F0000A3065|211
0100F8F0000A2000|212
0100F8A004458000|213
0100F5500F9A0000|214
0100EFD00A4FA000|215
0100E66006406000|216
0100D9F010C02000|217
0100D1900EC80000|218
0100CAA01084A000|219
0100BEB015604000|220
0100BE500BEA2000|221
0100BD400DC52000|222
0100B7D0022EE000|223
0100B33014710000|224
010095300B6A4000|225
010092A0172E5001|226
01008F1008DA6000|227
01008E0019388000|228
01008C0016544000|229
0100830008426000|230
010076F0049A2000|231
01006B601380E000|232
010067300E024000|233
01005AA00D676000|234
01004BE004A86000|235
010042000A986000|236
01003BC0000A0000|237
010037700E9B8000|238
010031200E044000|239
010028D005A3D008|240
010022700E7D6000|241
010010A00A95E000|242
01000CA014CA0000|243
01000A10041EA000|244
0100FBD00B91E000|245
0100EE800C93E000|246
0100EB500D92E000|247
0100E9400FE34000|248
0100E4000B6CA000|249
0100DD1014AB8000|250
0100DBE00C76C000|251
0100DB7003829013|252
0100D7000C2C6000|253
0100D69018122000|254
0100D5700877A000|255
0100D1C01B5B6000|256
0100C9F009F7A000|257
0100C5D01128F003|258
0100C2000F468000|259
0100B7F00BB54000|260
0100B5901230C000|261
0100B1A00D8CE000|262
0100AD10102B3001|263
0100AA80194B0000|264
0100A85012830000|265
01009CE01657E000|266
010099801870E000|267
010096F00FF23001|268
010092A00D43C000|269
010091E01444E000|270
01008EF013A7C000|271
01008BC0194E2000|272
01008AF0160C4000|273
01007DA0134C0000|274
01007D000AD8A000|275
010076200CA16000|276
01007570160E2000|277
010072100E312000|278
0100719017488000|279
010071400F204000|280
0100713016CCC000|281
010070400EFAA000|282
01006F7001D10000|283
01006E800E704000|284
01005C600AC68000|285
01004CD00F690000|286
01004930129E8000|287
01004680124E6000|288
010043B013C5C000|289
01003B200B372000|290
010038900DFE0000|291
010038600B27E000|292
010038000F644000|293
010036E00FB20000|294
010034B018A6A000|295
010031D013A4E000|296
010031200E045004|297
01002FA00DE72000|298
01002C8017BCC000|299
01002C000E35E000|300
010027C016254000|301
0100FF9003F10000|302
0100F67016E1E000|303
0100F28011892000|304
0100F160092D2000|305
0100F0400E850000|306
0100ECA01410C000|307
0100E990104DC000|308
0100E95004039001|309
0100DAE019110000|310
0100CCF012E9A000|311
0100CB000A142000|312
0100CAF00B744000|313
0100C53004C52000|314
0100BAE00B470000|315
0100B6E00A420000|316
0100A250097F0000|317
01009C8009026000|318
010099C00BD19002|319
010099A00BC1E000|320
0100801011C3E000|321
01006A200936C000|322
010067300059B004|323
010065700EE06000|324
01005EE0036EC000|325
01005420101DA000|326
0100447018BAE000|327
0100417007F78000|328
01003DE00918E000|329
0100284007D6C000|330
0100230005A52000|331
010018900DD00000|332
01001180021FA000|333
01000B900D8B0000|334
010002D00632E000|335
0100F8A00853C000|336
0100F8501AB1E000|337
0100F67019036000|338
0100F2900B3E2000|339
0100EB800B614000|340
0100E940044F2000|341
0100E0000B7BC000|342
0100DFC003398000|343
0100DCA016882000|344
0100DAA01B6AC000|345
0100D7B013BA8000|346
0100D76006EF8000|347
0100D06015B58000|348
0100D02014CE0000|349
0100C11012C68000|350
0100BF7006BCA000|351
0100B28014132000|352
0100AF2009B30000|353
0100AD90155FC000|354
0100A8700BC2A000|355
0100A4200A284000|356
0100A2B008696000|357
01009EA00B714000|358
01009DF015776000|359
01009BD003B36000|360
01009AB00B186000|361
010099E012D00000|362
010088F00820E000|363
0100828015980000|364
010081B01777C000|365
010081A00EE62000|366
01007EC013ABC000|367
010079A0118B6000|368
0100770008DD8000|369
010076D017DAA000|370
010076800E30E000|371
010071E00875A000|372
0100710013ABA000|373
01006F6002840000|374
01006EC00F2CC000|375
01006BF01923E000|376
01006BC00B188000|377
010067C010F88000|378
010064E00A932000|379
01005CD011474000|380
010057D013210000|381
010051D00E3A4000|382
010050F00BC1A000|383
01004B800AF5A000|384
0100488011B16000|385
010040600C5CE000|386
010031B00A4E8000|387
01002CD00A51C000|388
01002B700F88A000|389
010029200B6AA000|390
01001A800D6BC000|391
01000AF015596000|392
0100F85014ED0000|393
0100F0700DECC000|394
0100F0400F202000|395
0100E6701231C000|396
0100E570051F1003|397
0100E46006708000|398
0100D0E00E51E000|399
0100CFC00A1D8000|400
0100CC80140F8000|401
0100BE7013E06000|402
0100BA0004F38000|403
0100B62017E68000|404
0100B42001DB4000|405
01009BF0072D5002|406
01009B101044C000|407
010097100EDD6000|408
010090400D366000|409
01008F4014A74000|410
01008B20022AA000|411
0100853015E86000|412
01007F2019132000|413
010078C00DB40000|414
0100787014460000|415
0100750001C70000|416
010071C013390000|417
01005A300C9F6000|418
01005700031AE000|419
01004F8006A78000|420
01003D50126A4000|421
010036F01706A000|422
010036700F83E000|423
0100300012F2A000|424
01002DE00C250000|425
0100189018E56000|426
010002F009A7A000|427
010001F014D9A000|428
01000130120EE000|429
0100FF901392E000|430
0100FF6014BEE000|431
0100FE201680A000|432
0100F90010882000|433
0100F8D018E40000|434
0100F7E01308C000|435
0100F7600F3B8000|436
0100F3D001DEE000|437
0100F3500C70C000|438
0100F2A005C98000|439
0100F25018CEE000|440
0100ECC018998000|441
0100E3301426E000|442
0100DB00117BA000|443
0100D4D00AC62000|444
0100D3C017780000|445
0100D2B00BC54000|446
0100CC2001C6C000|447
0100C23013A14000|448
0100BBD0184C8000|449
0100B6D00DA1C000|450
0100B1500EF32000|451
0100B0700E944000|452
0100ACD017CC4000|453
0100A650179CA000|454
0100A6300B250000|455
01009D0019BCC000|456
010093D00C726000|457
0100937014244000|458
01008D400A584000|459
01008D301446C000|460
01008C9014694000|461
010086500D3C8000|462
01007FF01388E000|463
010079200D330000|464
010077B00E046000|465
0100704000B3A000|466
01006960155C4000|467
010059D00BCAE000|468
0100543019CB0000|469
010053B018C42000|470
010048800B638000|471
01003C100655A000|472
010032800BC38000|473
01003030161DC000|474
01002E4011924000|475
01002A600D7FC000|476
010029E019B0A000|477
010021101831E000|478
010020C00FFB6000|479
010020900E7A8000|480
01001A500E8B4000|481
0100192003FA4000|482
010015B012E0C000|483
010011300F74C000|484
0100112003B8A000|485
01000D3015088000|486
01000D200C614000|487
01000BC013B0A000|488
010007901467A000|489
0100FF1011870000|490
0100FC60185AE000|491
0100E81007A06000|492
0100E5D00CC0C000|493
0100E5600D446000|494
0100E5400BE64000|495
0100E2E00EA42000|496
0100DEC01622A000|497
0100DC800A602000|498
0100D3C010DE8000|499
0100D3200C52A000|500
0100D250083B4000|501
0100D1B00B6FA000|502
0100D1600EEBC000|503
0100BF00112C0000|504
0100BC2004FF4000|505
0100B2F0124D4000|506
0100B280106A0000|507
0100B1E0022F8000|508
0100A7F002830000|509
0100A0C00D846000|510
01009BF0072D4000|511
010099F00B374000|512
0100921006A04000|513
01008D4007A1E000|514
01008C8012920000|515
01008C800E654000|516
01008B400BE5E000|517
010086D011EB8000|518
01007FB010DC8000|519
01007B600D5BC000|520
0100751018DBA000|521
010072000BD32000|522
01006F80023273E8|523
01006B0016AD6000|524
01005C8005F34000|525
01005880134C2000|526
010054400D2E6000|527
0100538012496000|528
01004EE0104F6000|529
01004E90149AA000|530
01004A9006B84000|531
010048900CF64000|532
01004800197F0000|533
010045800FBD0000|534
010044700DEB0000|535
010041C00A68C000|536
010038B00F142000|537
0100388008758000|538
010029D00E740000|539
01001E00132093EA|540
01001D2013756000|541
010018300D006000|542
010009E001D90000|543
010008900705C000|544
010007B010FCC000|545
010002C011710000|546
0100FF401640C000|547
0100FE500D0CA000|548
0100FCF002A58000|549
0100FBD00F5F6000|550
0100FA900FCD6000|551
0100F970140EA000|552
0100F5800ABE8000|553
0100F4700B2E0000|554
0100F19016702000|555
0100F0C00685E000|556
0100ED600A87A000|557
0100E910140D4000|558
0100E82013ED6000|559
0100E680149DC000|560
0100E570094E8000|561
0100E510143EC000|562
0100DF100B97C000|563
0100DE2016376000|564
0100DDA012D42000|565
0100DC9016C7C000|566
0100DC7013F14000|567
0100DBD01543A000|568
0100DB700382900D|569
0100DB7003828000|570
0100D71004694000|571
0100D63017A06000|572
0100D3F008746000|573
0100D140112BC000|574
0100D0800C612000|575
0100CE301678E000|576
0100CD60137DC000|577
0100CA900B6BA000|578
0100CA201683E000|579
0100C8D01392C000|580
0100C7301658C000|581
0100C6E016BDA000|582
0100C64015F84000|583
0100C5D01128E000|584
0100BFB018134000|585
0100BC701417A000|586
0100BB70140BA000|587
0100AAA00ACBE000|588
01009F4013A0A000|589
01009A90155BC000|590
010097A00CC0A000|591
01009510001CA000|592
010093600D5E0000|593
0100918019990000|594
01008ED00DABC000|595
01008EB012608000|596
010089700F30C000|597
010085D0101A4000|598
0100830004FB6000|599
01007CD01345C000|600
01007C8018578000|601
0100779004172000|602
010074600CC7A000|603
0100735004898000|604
010073401175E000|605
01006FE013472000|606
01006DA00DEAC000|607
010069D018AC2000|608
010069C00401A000|609
010063F014176000|610
010060D00AE36000|611
01005E200E6FE000|612
01005D700E742000|613
010051A00ACAC000|614
01004EA00DF70000|615
01004DB003E6A000|616
01004D400C870000|617
0100465008756000|618
0100453012FEA000|619
0100449011506000|620
010044500C182000|621
0100442015FDA000|622
010042401436C000|623
010040E00F642000|624
01003F800E87C000|625
010039A016792000|626
010038E011940000|627
010038B0147E2000|628
010036F018AC8000|629
010036901472E000|630
010032C00AC58000|631
010031500F6BC000|632
01002E6014FC4000|633
01002C0008E52000|634
01002BB013BF8000|635
01002580038DE000|636
010023001A1BC000|637
01001DC012E7E000|638
01001B300B9BE000|639
0100196009998000|640
0100195015AC6000|641
0100166017170000|642
01000B3012F3A000|643
010007F01A3DE000|644
010005100AF90000|645
0100FDB0154E4000|646
0100F6D01060E000|647
0100ED700469A000|648
0100E9E00B052000|649
0100E9D00BDEA000|650
0100E5400BF94000|651
0100E000191B4000|652
0100DA70137B6000|653
0100D7D00DEF2000|654
0100CD9011C04000|655
0100CC80013D6000|656
0100CC00102B4000|657
0100C6000E71E000|658
0100C3300D8C4000|659
0100C2700C252000|660
0100C1700A9F0000|661
0100C160071B8000|662
0100B8E016F76000|663
0100B870126CE000|664
0100B1A00D8CF004|665
0100AAA00DD4C000|666
0100A0C00E0DE000|667
01008DC013E80000|668
01008060191A4000|669
0100774009CF6000|670
010071800BA98000|671
010070A00A5F4000|672
01006FD0080B2000|673
01006A0015812000|674
010060F00AA70000|675
01005BF00E4DE000|676
010056500AD50000|677
01004F0010A02000|678
01004E500DB3C000|679
010047700D540000|680
010041100B148000|681
01003D90058FC000|682
0100327005C94000|683
01002FC00412C000|684
01002C000B552000|685
01002BD00F626000|686
010021A00DE54000|687
01000B20117B8000|688
010001300D14A000|689
0100F76014D7C000|690
0100F6D00D83E000|691
0100F4800F872000|692
0100F05015052000|693
0100ED900D988000|694
0100ED400EEC2000|695
0100ED0016E12000|696
0100EC200BFF8000|697
0100EB901040A000|698
0100EAE019288000|699
0100E96017B1E000|700
0100E910103B4000|701
0100E86010220000|702
0100E5500D294000|703
0100E20014028000|704
0100DC60167B4000|705
0100DBF01000A000|706
0100D49008748000|707
0100D380148C0000|708
0100D09016C6A000|709
0100CCA010342000|710
0100CAB014C8A000|711
0100C930118E2000|712
0100C5B016E30000|713
0100C1000706C000|714
0100C0E00F0AC000|715
0100BFF00F7F8000|716
0100BF500E94E000|717
0100B80010C48000|718
0100B7A018CE8000|719
0100B7900B024000|720
0100B1A0066DC000|721
0100B0500FE4E000|722
0100AE0003424000|723
0100ADD00E17E000|724
0100AD801318A000|725
0100A6300150C000|726
0100A5B00BDC6000|727
0100A2C01320E000|728
0100A29014356000|729
01009FA010848000|730
01009D60080B4000|731
010094F01719E000|732
0100913019170000|733
01008F2005154000|734
01008EC006BE2000|735
01008E100E416000|736
01008BE00E968000|737
010088E0109C0000|738
010086B00BB50000|739
0100846018259001|740
010084501672E000|741
0100802012890000|742
01007EF00CB88000|743
010079C017F5E000|744
01007900080B6000|745
01007210128C0000|746
0100701015846000|747
01006FA012FE0000|748
01006F600FFC8000|749
01006CF00CFA4000|750
0100677017CBE000|751
010064800F66A000|752
0100643002136000|753
01006290179AC000|754
010061F0176F6000|755
01006000040C2000|756
01005F000B784000|757
01005EF003FF2000|758
01005AD00B91A000|759
01005A90120A8000|760
010059E00B93C000|761
0100582010AE0000|762
0100576012B44000|763
010056E00853A000|764
010051F00AC5E000|765
0100501006494000|766
01004A4010FEA000|767
01003E8019490000|768
0100382011002000|769
01003770152AA000|770
0100307011C44000|771
01002D70049CA000|772
01002D6019696000|773
01002C80086E6000|774
01002C000B5530B9|775
010022F00DA66000|776
01001FA00FBBC000|777
01001B7012214000|778
01001AE005166000|779
010019D0126E2000|780
010018D013CAA000|781
0100157015DD8000|782
010012100E208000|783
01000D500D08A000|784
010008C00B2F2000|785
010004E01523C000|786
010002401AE94000|787
010001600D1E8000|788
010000C013C42000|789
010000100C4B8000|790
0100FD800D594000|791
0100F8A011396000|792
0100F3D0122C2000|793
0100EF3013F60000|794
0100E8C004616000|795
0100E2800C364000|796
0100E1800EFCE000|797
0100E1400BA96000|798
0100E0200B980000|799
0100DE200C350000|800
0100DD300CF3A000|801
0100DC0012E48000|802
0100D1B006744000|803
0100C7D00E730000|804
0100C3F0181C8000|805
0100BCE013042000|806
0100BBA015E8E000|807
0100B1600E9AE000|808
0100B110109F8000|809
0100AE00096EA000|810
0100AA00128BA000|811
0100A9800E9B4000|812
0100A3300CD22000|813
01009FB002B2E000|814
01009E20141AC000|815
010099700B01A000|816
01008D100DE46000|817
01008C20106B6000|818
01008B8004E36000|819
01008B5016404000|820
010086C00790C000|821
010084D00CF5E000|822
0100775004794000|823
010071B012940000|824
01006AB00BD82000|825
01006550129C6000|826
01005ED00CD70000|827
01005E8013CD8000|828
01004F701966E000|829
010049500DE56000|830
010046200FC62000|831
010043700C9B0000|832
0100317014B7C000|833
01002CD00C7C8000|834
010029200AB1C000|835
010022400BE5A000|836
0100219008678000|837
010019700D13A000|838
010010C017B28000|839
01000F0002BB6000|840
01000D5005974000|841
01000D1006CEC000|842
0100059012BAE000|843
0100024008310000|844
010000500DB50000|845
0100FCD00C93C000|846
0100FBD00ED24000|847
0100FB30148EE000|848
0100F3900D0F0000|849
0100F18014AC2000|850
0100F1401161E000|851
0100EF0015A9A000|852
0100EC7009348000|853
0100EB100D17C000|854
0100EAE019904000|855
0100E82015112000|856
0100E70014562000|857
0100E7000E826000|858
0100E67008D84000|859
0100E5500B020000|860
0100E390124D8000|861
0100E22010D06000|862
0100DF0013570000|863
0100DA400F624000|864
0100D4F00DD02000|865
0100CF801776C000|866
0100CEA007D08000|867
0100CAC013776000|868
0100C3E00B700000|869
0100C3701429C000|870
0100C2C00D74E000|871
0100C0D0189A0000|872
0100C08011942000|873
0100BDD014232000|874
0100BA9012B36000|875
0100B78006CCA000|876
0100B5900DFB2000|877
0100B510183BC000|878
0100B2C0175C2000|879
0100B13007A6A000|880
0100B04011742000|881
0100AD100E8B2000|882
0100AC300919A000|883
0100A8B00F0B4000|884
0100A56006CEE000|885
0100A48008AE8000|886
0100A4300B4FC000|887
0100A2600FCA0000|888
0100A0600B708000|889
01009D6010C44000|890
010097000BC10000|891
010096300D9C0000|892
0100936011556000|893
01008D900B984000|894
01008CD00C222000|895
010087E0198D6000|896
0100866018070000|897
010085500130A000|898
010084201056A000|899
010084000DAF6000|900
0100829010F4A000|901
010082400BCC6000|902
010076D00E4BA000|903
01007430122D0000|904
010073F0189B6000|905
010071400F836000|906
0100698009C6E000|907
010063E014AFC000|908
010063100B2C2000|909
010062500BFC0000|910
010060801843A000|911
010060600CFDE000|912
01005FD0182A2000|913
01005CA00E003002|914
010052C00B184000|915
010051C0134F8000|916
01004D10020F2000|917
010048F007ADE000|918
010042D00D900000|919
01004120160BE000|920
01003B0012DC2000|921
01003AA01373C000|922
010034400CB5E000|923
010032C015DA0000|924
010031A0135CA000|925
010031200B94C000|926
01002C900C9AC000|927
010026000F662000|928
010025300B914000|929
01001FB017B36000|930
01001C700F518000|931
01001A100C0E8000|932
010017901913A000|933
01000EE010B40000|934
01000A0004C50000|935
010007C0136C4000|936
010005400A45E000|937
010004400B22A000|938
0100018013124000|939
0100FB5010D2E000|940
0100FAE00E19A000|941
0100FA5010788000|942
0100ED700B376000|943
0100ED300D8F6000|944
0100ECF01800C000|945
0100EB200FC0E000|946
0100E98002F6E000|947
0100E6F00C310000|948
0100E3500D342000|949
0100E20012952000|950
0100E1F003EE8000|951
0100DFC00EA86000|952
0100DFB00D808000|953
0100DE70085E8000|954
0100DB3011E8C000|955
0100DA900B67A000|956
0100D4A0118EA000|957
0100CDC00789E000|958
0100CCE00A4F2000|959
0100CA500C90C000|960
0100C99011AC8000|961
0100C8700B0B6000|962
0100C5700434C000|963
0100C1300BBC6000|964
0100B61008208000|965
0100B0C0086B0000|966
0100A7800ED94000|967
010099B00A2DC000|968
010091D00BE38000|969
01008E8012C02000|970
01008D4015904000|971
01008A0014A92000|972
010088900E330000|973
010085900337E000|974
0100854015868000|975
010083A00F8E4000|976
010082700FD42000|977
0100808018268000|978
01007B6006092000|979
010079E01A1E0000|980
010071B00F63A000|981
0100713010E7A000|982
01006FA016A7E000|983
01006EB012FEC000|984
01006DC010326000|985
01006CB010840000|986
010068C011E56000|987
010068700C70A000|988
010061B010C40000|989
01005CC018A32000|990
010053900F4BA000|991
010049500F996000|992
0100423009358000|993
01004070022F0000|994
01003E800A102000|995
01003CC00D0BE000|996
01003C300AAAE000|997
0100379013A62000|998
010036A0150D6000|999
0100361009B1A000|1000
010030F00CA1E000|1001
01002DD00AF9E000|1002
010028D0045CE000|1003
01001FD01029E000|1004
010015500E9C0000|1005
01000B500EB22000|1006
010003A00D0B4000|1007
0100FE400EBBC000|1008
0100F7C00DFCA000|1009
0100F1200F6D8000|1010
0100EDE018068000|1011
0100EC401428E000|1012
0100E21009352000|1013
0100E0F017746000|1014
0100DDE0174E8000|1015
0100DCF0093EC000|1016
0100D940022F6000|1017
0100D5900B4CA000|1018
0100D5501522C000|1019
0100D4A018AAC000|1020
0100D3100E174000|1021
0100D2201001E000|1022
0100D06003056000|1023
0100C9100FAE2000|1024
0100C5A013B7A000|1025
0100C3E00D68E000|1026
0100C3A017834000|1027
0100C2700AEB8000|1028
0100B8E00359E000|1029
0100B8A0136D4000|1030
0100B05012FB2000|1031
0100ADF00C78A000|1032
0100AD700CBBE000|1033
0100AC10085CE000|1034
0100AA400C396000|1035
0100A9E00D97A000|1036
01009B900401E000|1037
01009B400B73A000|1038
0100972008234000|1039
010095300212A000|1040
0100947013122000|1041
01008EF0116BE000|1042
01008ED0087A4000|1043
01008AF00A532000|1044
01008AD013A86000|1045
010089B013106000|1046
010089701934C000|1047
0100876014188000|1048
01007D4017740000|1049
01007BB012B0A000|1050
01007B5017A12000|1051
010079400BEE0000|1052
0100767012DB8000|1053
010074A00E872000|1054
010074400F6A8000|1055
01006FD0080B3002|1056
01006D00109FE000|1057
01006A501AA00000|1058
01006990184DC000|1059
010069200EB80000|1060
010065D018172000|1061
0100620012D6E000|1062
01005F600CB0E000|1063
010058500B3E0000|1064
010057C01330A000|1065
01004E00168C0000|1066
01004DD01A2C4000|1067
01004B100AF18000|1068
010049100B93E000|1069
010044500CF8E000|1070
0100424012C94000|1071
0100322004844000|1072
01002F0011DD4000|1073
01002DA013484000|1074
01002C700C326000|1075
01002C60178C4000|1076
010029B018432000|1077
010026801939E000|1078
010024C001224000|1079
0100225000FEE000|1080
01001B2013D72000|1081
0100193013AD0000|1082
010017700B6C2000|1083
010015A00AF1E000|1084
01000A601139E000|1085
0100F2300D4BA000|1086
0100E8000D5B8000|1087
0100E64015370000|1088
0100DDD0085A4000|1089
0100DA500EFB0000|1090
0100D800040AC000|1091
0100D4600D0E4000|1092
0100D43017114000|1093
0100CDC00C40A000|1094
0100C87013B9E000|1095
0100C41015BCC000|1096
0100BC30159EE000|1097
0100B4700BFC6000|1098
0100B2900DF20000|1099
0100AD9012510000|1100
0100A0F00DA68000|1101
01009B601676C000|1102
010097D006DEA000|1103
01009040091E0000|1104
01008EE0177A8000|1105
01008C9012F4A000|1106
010085500D5F6000|1107
01007EF00B094000|1108
010079300AD54000|1109
0100749009844000|1110
0100701001D92000|1111
01006F00139DA000|1112
01006B5012B32000|1113
010065F004E5E000|1114
0100630010252000|1115
010061900F896000|1116
010061700FA8C000|1117
01005FE01291A000|1118
01005A5011A44000|1119
01005A400DB52000|1120
0100522007AAA000|1121
0100500012AB4000|1122
01004B1001D22000|1123
01004A700A168000|1124
01004A600EC0A000|1125
010048D014322000|1126
01003E701510E000|1127
01003DE00C95E000|1128
010033500B7B6000|1129
010031B0145B4000|1130
010025C00D410000|1131
010022B00ACE6000|1132
01001D3003FDE000|1133
01000E2003FA0000|1134
0100FF101A802000|1135
0100FE600C502000|1136
0100FD901000C000|1137
0100FD3016828000|1138
0100FC5009952000|1139
0100FBC019042000|1140
0100F7F013D22000|1141
0100F6800F48E000|1142
0100F4C00D958000|1143
0100F1A00A5DC000|1144
0100ECE00C0C4000|1145
0100EA900FB2C000|1146
0100E7100B198000|1147
0100E63013E60000|1148
0100E46015634000|1149
0100E2D00FE90000|1150
0100DB101A31A000|1151
0100DA700879C000|1152
0100D7C01115E000|1153
0100D67006F14000|1154
0100CB2001DB8000|1155
0100CA400B6D0000|1156
0100BE9007E7E000|1157
0100BA8001DC6000|1158
0100BA400E2F4000|1159
0100B9C0148D0000|1160
0100B97002B44000|1161
0100B6D00DA6E000|1162
0100B3F000BE2000|1163
0100B1600DB3A000|1164
0100AFE014250000|1165
0100AF500EF0C000|1166
0100AB2010B4C000|1167
0100A7900E79C000|1168
0100A6E01201C000|1169
0100A2F006FBE000|1170
01009C4012336000|1171
0100990011866000|1172
010098000D646000|1173
010097C00AB66000|1174
010095B0171D0000|1175
01009320084A4000|1176
01008DF012A7A000|1177
01008CC019998000|1178
01008C300648E000|1179
01008B900DC0A000|1180
010089701567A000|1181
010086901A0C4000|1182
0100844019F34000|1183
0100811017B48000|1184
01007ED00C032000|1185
01007C2002B3C000|1186
01007AE014E66000|1187
010077D01094C000|1188
01007510137E6000|1189
01006FE0096AC000|1190
01006C600E46E000|1191
01006B30092F0000|1192
01006AC018B4E000|1193
010067C00A776000|1194
01006010193D8000|1195
01005EE0140AE000|1196
01005B7016584000|1197
01005B10132B2000|1198
0100563010E0C000|1199
010052800DB46000|1200
01004D501113C000|1201
01004B7009F00000|1202
010047F001DBC000|1203
0100461013E50000|1204
0100460012A10000|1205
010045E012ECE000|1206
01003DA010E8A000|1207
010036F014100000|1208
0100340015DDC000|1209
010031D00A604000|1210
01002D4007AE0000|1211
01002CC003FE6000|1212
010027C01545C000|1213
01001E0013208000|1214
01001D20105C0000|1215
01001B6010D58000|1216
010013C010C5C000|1217
010013401ABDC000|1218
010004D00A9C0000|1219
0100F940192A0000|1220
0100F4F012758000|1221
0100F15003E64000|1222
0100EFE00E1DC000|1223
0100E9B010028000|1224
0100E7700C284000|1225
0100E05011350000|1226
0100DF9005E7A000|1227
0100DCA00DA7E000|1228
0100D680194B2000|1229
0100D4A012FF2000|1230
0100C7400F40A000|1231
0100C2500FC20000|1232
0100C1500B82E000|1233
0100BF5006A7C000|1234
